record_id,province,district,ds_division,safe_zone_id,safe_zone_name,camp_id,camp_name,latitude,longitude,population,children_count,elderly_count,food_available,water_available,medicine_available,sanitary_available,distance_from_distribution_center,camp_capacity,road_access_status,nearest_distribution_center,camp_priority,food_priority,water_priority,medicine_priority,sanitary_priority,human_error_flag,human_error_type
PF-RD-01404,North Western,Puttalam,Anamaduwa,SZ-0059,Anamaduwa Cooperative Hall Safe Zone,CAMP-01404,Anamaduwa Relief Camp 1404,7.965342,79.867579,252,93,45,171,1740,15,21,12.8,487,Limited,Puttalam GN Division Collection Hub,Medium,Medium,Medium,High,High,No,None
PF-RD-01405,Western,Colombo,Homagama,SZ-0003,Homagama Sports Complex Safe Zone,CAMP-01405,Homagama Relief Camp 1405,6.926942,79.854126,495,142,54,223,8146,54,187,11.2,946,Good,Colombo Pradeshiya Sabha Stores,Low,Medium,Low,Medium,Medium,No,None
PF-RD-01406,North Western,Kurunegala,Kuliyapitiya,SZ-0056,Kuliyapitiya Central College Safe Zone,CAMP-01406,Kuliyapitiya Relief Camp 1406,7.480706,80.338196,145,26,26,168,1612,31,15,8.7,287,Good,Kurunegala District Relief Warehouse,Medium,Low,Medium,Medium,High,No,None
PF-RD-01407,Eastern,Trincomalee,Kantale,SZ-0040,Kantale Training Centre Safe Zone,CAMP-01407,Kantale Relief Camp 1407,8.63325,81.184693,56,180,68,117,3198,134,130,30.6,648,Good,Trincomalee DMC Coordination Centre,High,High,High,High,Medium,Yes,population_digit_typo
PF-RD-01408,Central,Kandy,Akurana,SZ-0044,Akurana Central College Safe Zone,CAMP-01408,Akurana Relief Camp 1408,7.231747,80.671515,39,8,4,38,168,9,5,13.4,85,Good,Kandy GN Division Collection Hub,Medium,Low,High,Medium,High,No,None
PF-RD-01409,Northern,Mannar,Musali,SZ-0026,Musali Primary School Safe Zone,CAMP-01409,Musali Relief Camp 1409,9.02968,79.84768,432,65,70,230,6642,75,30,9.2,708,Limited,Mannar District Relief Warehouse,Medium,Medium,Low,Medium,High,No,None
PF-RD-01410,Northern,Jaffna,Chavakachcheri,SZ-0023,Chavakachcheri Maha Vidyalaya Safe Zone,CAMP-01410,Chavakachcheri Relief Camp 1410,9.62168,80.11105,224,13,18,155,3372,7,64,12.3,290,Limited,Jaffna District Secretariat Stores,Medium,Medium,Low,High,Medium,No,None
PF-RD-01411,Uva,Badulla,Badulla,SZ-0067,Badulla Training Centre Safe Zone,CAMP-01411,Badulla Relief Camp 1411,6.979385,81.040004,247,48,7,226,2145,33,36,27.8,458,Good,Badulla GN Division Collection Hub,Medium,Low,Medium,Medium,High,No,None
PF-RD-01412,Sabaragamuwa,Kegalle,Kegalle,SZ-0065,Kegalle Temple Hall Safe Zone,CAMP-01412,Kegalle Relief Camp 1412,7.305253,80.29955,530,89,67,657,5518,33,59,24.7,986,Good,Kegalle District Relief Warehouse,Medium,Low,Medium,High,High,No,None
PF-RD-01413,Sabaragamuwa,Ratnapura,Balangoda,SZ-0063,Balangoda Primary School Safe Zone,CAMP-01413,Balangoda Relief Camp 1413,6.751166,80.414715,730,205,73,796,12605,127,376,6.5,1295,Good,Ratnapura District Secretariat Stores,Low,Low,Low,Medium,High,No,None
PF-RD-01414,Western,Colombo,Kolonnawa,SZ-0001,Kolonnawa Cooperative Hall Safe Zone,CAMP-01414,Kolonnawa Relief Camp 1414,6.997713,79.823413,198,65,13,49,745,33,66,9.8,433,Limited,Colombo District Relief Warehouse,Medium,High,High,Medium,Medium,No,None
PF-RD-01415,Sabaragamuwa,Ratnapura,Ratnapura,SZ-0061,Ratnapura Sports Complex Safe Zone,CAMP-01415,Ratnapura Relief Camp 1415,6.63238,80.376843,198,48,16,78,1205,27,74,2.9,394,Limited,Ratnapura Army Relief Point,Medium,High,High,Medium,Low,No,None
PF-RD-01416,Western,Gampaha,Negombo,SZ-0005,Negombo Training Centre Safe Zone,CAMP-01416,Negombo Relief Camp 1416,7.129844,80.024008,237,52,26,222,2111,15,103,11.8,258,Good,Gampaha District Secretariat Stores,Medium,Low,Medium,High,Low,No,None
PF-RD-01417,Southern,Galle,Elpitiya,SZ-0014,Elpitiya Public Ground Safe Zone,CAMP-01417,Elpitiya Relief Camp 1417,6.081091,80.122893,335,88,65,111,5726,38,48,2.6,623,Good,Galle Pradeshiya Sabha Stores,Medium,High,Low,High,High,No,None
PF-RD-01418,Eastern,Trincomalee,Kantale,SZ-0040,Kantale Training Centre Safe Zone,CAMP-01418,Kantale Relief Camp 1418,8.639295,81.184882,1159,282,177,709,20319,189,533,5.2,1778,Good,Trincomalee DMC Coordination Centre,Medium,Medium,Low,Medium,High,No,None
PF-RD-01419,North Western,Puttalam,Chilaw,SZ-0060,Chilaw Maha Vidyalaya Safe Zone,CAMP-01419,Chilaw Relief Camp 1419,8.038714,79.819315,186,54,19,237,3308,7,73,14.1,355,Good,Puttalam DMC Coordination Centre,Low,Low,Low,High,Low,No,None
PF-RD-01420,Uva,Badulla,Badulla,SZ-0067,Badulla Training Centre Safe Zone,CAMP-01420,Badulla Relief Camp 1420,6.981557,81.101192,307,63,59,165,2749,45,101,13.8,441,Good,Badulla GN Division Collection Hub,Medium,Medium,Medium,Medium,Medium,No,None
PF-RD-01421,Uva,Moneragala,Siyambalanduwa,SZ-0069,Siyambalanduwa Public Ground Safe Zone,CAMP-01421,Siyambalanduwa Relief Camp 1421,6.776994,81.328288,588,184,140,202,6786,50,232,31.9,442,Limited,Moneragala Army Relief Point,High,High,Medium,High,Medium,No,None
PF-RD-01422,Western,Kalutara,Beruwala,SZ-0011,Beruwala Maha Vidyalaya Safe Zone,CAMP-01422,Beruwala Relief Camp 1422,6.656369,79.905521,155,46,15,59,2950,7,58,17.6,259,Good,Kalutara DMC Coordination Centre,Medium,High,Low,High,Low,No,None
PF-RD-01423,Sabaragamuwa,Ratnapura,Ratnapura,SZ-0061,Ratnapura Sports Complex Safe Zone,CAMP-01423,Ratnapura Relief Camp 1423,6.64155,80.372698,340,58,58,122,1330,35,66,11.9,506,Good,Ratnapura Army Relief Point,Medium,High,High,Medium,Medium,No,None
PF-RD-01424,North Central,Anuradhapura,Thambuttegama,SZ-0050,Thambuttegama Training Centre Safe Zone,CAMP-01424,Thambuttegama Relief Camp 1424,8.29065,80.510889,91,7,14,22,435,10,9,5.6,193,Good,Anuradhapura District Relief Warehouse,Medium,High,High,Medium,High,No,None
PF-RD-01425,Eastern,Ampara,Pottuvil,SZ-0036,Pottuvil Sports Complex Safe Zone,CAMP-01425,Pottuvil Relief Camp 1425,7.300749,81.666853,199,60,20,123,856,21,9,2.4,177,Blocked,Ampara DMC Coordination Centre,High,Medium,High,Medium,High,No,None
PF-RD-01426,North Central,Anuradhapura,Medawachchiya,SZ-0049,Medawachchiya Central College Safe Zone,CAMP-01426,Medawachchiya Relief Camp 1426,8.386794,80.391965,31,4,3,20,72,4,3,5.4,66,Good,Anuradhapura Pradeshiya Sabha Stores,Medium,Medium,High,Medium,High,No,None
PF-RD-01427,North Central,Polonnaruwa,Lankapura,SZ-0053,Lankapura Community Hall Safe Zone,CAMP-01427,Lankapura Relief Camp 1427,7.925386,80.944659,32,8,4,28,344,7,10,9.1,45,Limited,Polonnaruwa District Relief Warehouse,Medium,Low,Medium,Medium,Medium,No,None
PF-RD-01428,North Central,Polonnaruwa,Hingurakgoda,SZ-0054,Hingurakgoda Divisional Secretariat Hall Safe Zone,CAMP-01428,Hingurakgoda Relief Camp 1428,7.886793,80.982311,250,32,62,291,3337,14,26,6.6,344,Good,Polonnaruwa DMC Coordination Centre,Medium,Low,Low,High,High,No,None
PF-RD-01429,Central,Matale,Matale,SZ-0045,Matale Temple Hall Safe Zone,CAMP-01429,Matale Relief Camp 1429,7.462807,80.561089,408,84,30,142,7873,67,207,7.6,706,Good,Matale Army Relief Point,Low,High,Low,Low,Medium,No,None
PF-RD-01430,Northern,Vavuniya,Vavuniya South,SZ-0030,Vavuniya South Public Ground Safe Zone,CAMP-01430,Vavuniya South Relief Camp 1430,8.816311,80.443932,623,92,67,585,3183,98,218,3.5,712,Limited,Vavuniya GN Division Collection Hub,Medium,Low,High,Low,Medium,No,None
PF-RD-01431,Northern,Mullaitivu,Maritimepattu,SZ-0029,Maritimepattu Sports Complex Safe Zone,CAMP-01431,Maritimepattu Relief Camp 1431,9.275272,80.824774,104,22,8,71,919,10,20,9.2,205,Blocked,Mullaitivu District Relief Warehouse,Medium,Medium,Medium,Medium,Medium,No,None
PF-RD-01432,Sabaragamuwa,Ratnapura,Ratnapura,SZ-0062,Ratnapura Sports Complex Safe Zone,CAMP-01432,Ratnapura Relief Camp 1432,6.697934,80.346735,1128,230,122,911,18457,96,374,4.2,2366,Good,Ratnapura Army Relief Point,Medium,Medium,Low,Medium,High,No,None
PF-RD-01433,Western,Gampaha,Wattala,SZ-0006,Wattala Divisional Secretariat Hall Safe Zone,CAMP-01433,Wattala Relief Camp 1433,7.04501,80.008853,89,24,8,20,1619,14,25,16.1,195,Good,Gampaha DMC Coordination Centre,Medium,High,Low,Medium,Medium,No,None
PF-RD-01434,Western,Gampaha,Wattala,SZ-0007,Wattala Central College Safe Zone,CAMP-01434,Wattala Relief Camp 1434,7.107466,79.951084,773,157,77,786,10873,151,342,8.5,898,Good,Gampaha GN Division Collection Hub,Low,Low,Low,Medium,High,No,None
PF-RD-01435,Eastern,Batticaloa,Manmunai North,SZ-0034,Manmunai North Cooperative Hall Safe Zone,CAMP-01435,Manmunai North Relief Camp 1435,7.729099,81.721578,185,54,31,65,3621,41,73,6.8,210,Good,Batticaloa District Secretariat Stores,Medium,High,Low,High,Low,No,None
PF-RD-01436,Eastern,Ampara,Pottuvil,SZ-0036,Pottuvil Sports Complex Safe Zone,CAMP-01436,Pottuvil Relief Camp 1436,7.303943,81.675218,319,71,51,146,3186,24,27,7.3,403,Good,Ampara DMC Coordination Centre,Medium,Medium,Medium,High,High,No,None
PF-RD-01437,Northern,Vavuniya,Vavuniya,SZ-0031,Vavuniya Public Ground Safe Zone,CAMP-01437,Vavuniya Relief Camp 1437,8.834044,80.51822,201,66,20,112,3049,48,91,11.2,242,Good,Vavuniya GN Division Collection Hub,Low,Medium,Low,Medium,Low,No,None
PF-RD-01438,Northern,Jaffna,Chavakachcheri,SZ-0023,Chavakachcheri Maha Vidyalaya Safe Zone,CAMP-01438,Chavakachcheri Relief Camp 1438,9.660647,80.111519,154,30,24,43,1135,28,35,5.6,264,Good,Jaffna District Secretariat Stores,Medium,High,Medium,Medium,Medium,No,None
PF-RD-01439,Central,Nuwara Eliya,Kotmale,SZ-0047,Kotmale Community Hall Safe Zone,CAMP-01439,Kotmale Relief Camp 1439,6.938219,80.839967,337,62,48,238,859,60,163,3.1,509,Good,Nuwara Eliya Army Relief Point,Medium,Medium,High,Medium,Low,No,None
PF-RD-01440,Western,Gampaha,Wattala,SZ-0007,Wattala Central College Safe Zone,CAMP-01440,Wattala Relief Camp 1440,7.094988,79.942986,684,134,74,730,4784,131,244,5.5,1018,Good,Gampaha GN Division Collection Hub,Low,Low,Medium,Medium,Medium,No,None
PF-RD-01441,Eastern,Ampara,Akkaraipattu,SZ-0037,Akkaraipattu Maha Vidyalaya Safe Zone,CAMP-01441,Akkaraipattu Relief Camp 1441,7.323656,81.65227,1159,306,119,772,4769,226,524,7.6,1046,Good,Ampara District Secretariat Stores,Medium,Medium,High,Medium,High,No,None
PF-RD-01442,Northern,Jaffna,Chavakachcheri,SZ-0023,Chavakachcheri Maha Vidyalaya Safe Zone,CAMP-01442,Chavakachcheri Relief Camp 1442,9.633847,80.118241,880,30,12,27,879,23,42,4.5,163,Good,Jaffna District Secretariat Stores,Medium,High,Medium,High,Low,Yes,population_digit_typo
PF-RD-01443,Western,Gampaha,Wattala,SZ-0006,Wattala Divisional Secretariat Hall Safe Zone,CAMP-01443,Wattala Relief Camp 1443,7.052174,80.001094,237,53,30,188,738,30,78,3.3,326,Limited,Gampaha DMC Coordination Centre,Medium,Medium,High,Medium,Medium,No,None
PF-RD-01444,Southern,Galle,Hikkaduwa,SZ-0013,Hikkaduwa Maha Vidyalaya Safe Zone,CAMP-01444,Hikkaduwa Relief Camp 1444,6.028666,80.251722,333,100,32,74,1481,76,23,5.0,483,Good,Galle DMC Coordination Centre,Medium,High,High,Medium,High,No,None
PF-RD-01445,Eastern,Batticaloa,Manmunai North,SZ-0034,Manmunai North Cooperative Hall Safe Zone,CAMP-01445,Manmunai North Relief Camp 1445,7.724431,81.716408,137,32,25,111,2465,29,23,1.4,120,Good,Batticaloa District Secretariat Stores,Medium,Medium,Low,Medium,High,No,None
PF-RD-01446,Central,Kandy,Teldeniya,SZ-0043,Teldeniya Maha Vidyalaya Safe Zone,CAMP-01446,Teldeniya Relief Camp 1446,7.27479,80.629424,278,49,9,225,1857,53,113,4.4,558,Good,Kandy Pradeshiya Sabha Stores,Low,Medium,High,Low,Low,No,None
PF-RD-01447,Southern,Galle,Galle Four Gravets,SZ-0015,Galle Four Gravets Temple Hall Safe Zone,CAMP-01447,Galle Four Gravets Relief Camp 1447,6.038143,80.263752,533,99,62,472,4391,51,70,17.0,469,Limited,Galle Army Relief Point,Medium,Low,Medium,Medium,High,No,None
PF-RD-01448,North Western,Puttalam,Anamaduwa,SZ-0059,Anamaduwa Cooperative Hall Safe Zone,CAMP-01448,Anamaduwa Relief Camp 1448,7.949384,79.860395,484,25,66,127,2635,104,139,9.6,886,Good,Puttalam GN Division Collection Hub,Medium,High,High,Low,Medium,No,None
PF-RD-01449,Uva,Moneragala,Wellawaya,SZ-0070,Wellawaya Community Hall Safe Zone,CAMP-01449,Wellawaya Relief Camp 1449,6.876677,81.291509,275,88,13,278,4857,56,55,3.6,365,Good,Moneragala Pradeshiya Sabha Stores,Low,Low,Low,Medium,Medium,No,None
PF-RD-01450,Eastern,Ampara,Akkaraipattu,SZ-0037,Akkaraipattu Maha Vidyalaya Safe Zone,CAMP-01450,Akkaraipattu Relief Camp 1450,7.31747,81.654755,176,43,15,139,993,9,66,3.7,251,Good,Ampara District Secretariat Stores,Medium,Medium,High,High,Low,No,None
PF-RD-01451,Uva,Badulla,Mahiyanganaya,SZ-0068,Mahiyanganaya Divisional Secretariat Hall Safe Zone,CAMP-01451,Mahiyanganaya Relief Camp 1451,7.028779,80.967078,614,105,32,707,8521,45,160,5.8,1108,Good,Badulla Army Relief Point,Low,Low,Low,Medium,Medium,No,None
PF-RD-01452,Central,Nuwara Eliya,Kotmale,SZ-0047,Kotmale Community Hall Safe Zone,CAMP-01452,Kotmale Relief Camp 1452,6.91854,80.842381,696,228,106,791,7051,69,127,9.3,1477,Good,Nuwara Eliya Army Relief Point,Medium,Low,Medium,High,Medium,No,None
PF-RD-01453,Sabaragamuwa,Ratnapura,Ratnapura,SZ-0062,Ratnapura Sports Complex Safe Zone,CAMP-01453,Ratnapura Relief Camp 1453,6.705047,80.356178,261,52,25,168,5116,50,62,14.0,380,Good,Ratnapura Army Relief Point,Low,Medium,Low,Low,Medium,No,None
PF-RD-01454,Northern,Mullaitivu,Manthai East,SZ-0028,Manthai East Maha Vidyalaya Safe Zone,CAMP-01454,Manthai East Relief Camp 1454,9.217858,80.762366,289,54,11,299,1019,24,56,11.1,551,Good,Mullaitivu GN Division Collection Hub,Medium,Low,High,Medium,Medium,No,None
PF-RD-01455,Western,Colombo,Kaduwela,SZ-0004,Kaduwela Divisional Secretariat Hall Safe Zone,CAMP-01455,Kaduwela Relief Camp 1455,6.903303,79.856041,428,107,24,209,3606,26,60,17.3,557,Limited,Colombo Army Relief Point,Medium,Medium,Medium,High,High,No,None
PF-RD-01456,Southern,Matara,Weligama,SZ-0016,Weligama Temple Hall Safe Zone,CAMP-01456,Weligama Relief Camp 1456,5.944472,80.619376,700,121,56,826,10407,89,121,4.9,875,Good,Matara Army Relief Point,Low,Low,Low,Medium,High,No,None
PF-RD-01457,Sabaragamuwa,Ratnapura,Ratnapura,SZ-0062,Ratnapura Sports Complex Safe Zone,CAMP-01457,Ratnapura Relief Camp 1457,6.700545,80.347858,125,30,20,62,2309,31,40,30.6,250,Good,Ratnapura Army Relief Point,Medium,Medium,Low,Medium,Medium,No,None
PF-RD-01458,Sabaragamuwa,Ratnapura,Ratnapura,SZ-0061,Ratnapura Sports Complex Safe Zone,CAMP-01458,Ratnapura Relief Camp 1458,6.58123,80.358238,209,70,36,77,2586,41,73,8.4,322,Limited,Ratnapura Army Relief Point,Medium,High,Medium,High,Medium,No,None
PF-RD-01459,Eastern,Trincomalee,Kinniya,SZ-0041,Kinniya Cooperative Hall Safe Zone,CAMP-01459,Kinniya Relief Camp 1459,8.579006,81.271397,284,74,30,122,2709,17,26,3.8,517,Good,Trincomalee District Secretariat Stores,Medium,High,Medium,High,High,No,None
PF-RD-01460,North Central,Polonnaruwa,Lankapura,SZ-0053,Lankapura Community Hall Safe Zone,CAMP-01460,Lankapura Relief Camp 1460,7.929043,80.959818,859,265,97,434,3768,85,353,24.2,1287,Limited,Polonnaruwa District Relief Warehouse,Medium,Medium,High,Medium,High,No,None
PF-RD-01461,North Central,Anuradhapura,Medawachchiya,SZ-0049,Medawachchiya Central College Safe Zone,CAMP-01461,Medawachchiya Relief Camp 1461,8.418395,80.395526,810,267,98,516,5805,121,76,40.0,1491,Blocked,Anuradhapura Pradeshiya Sabha Stores,High,Medium,Medium,High,High,No,None
PF-RD-01462,Eastern,Trincomalee,Kantale,SZ-0040,Kantale Training Centre Safe Zone,CAMP-01462,Kantale Relief Camp 1462,8.642395,81.179526,959,211,65,1101,7771,53,380,7.7,1789,Good,Trincomalee DMC Coordination Centre,Medium,Low,Medium,High,High,No,None
PF-RD-01463,Western,Gampaha,Wattala,SZ-0007,Wattala Central College Safe Zone,CAMP-01463,Wattala Relief Camp 1463,7.106038,79.931105,1089,344,51,466,11303,45,230,27.2,1869,Limited,Gampaha GN Division Collection Hub,High,High,Medium,High,High,No,None
PF-RD-01464,Western,Kalutara,Bandaragama,SZ-0009,Bandaragama Sports Complex Safe Zone,CAMP-01464,Bandaragama Relief Camp 1464,6.60294,79.981115,65,10,14,70,154,16,8,11.7,109,Good,Kalutara District Relief Warehouse,Medium,Low,High,Medium,High,No,None
PF-RD-01465,Western,Gampaha,Negombo,SZ-0005,Negombo Training Centre Safe Zone,CAMP-01465,Negombo Relief Camp 1465,7.134573,80.027139,212,42,19,94,1963,13,44,4.1,453,Good,Gampaha District Secretariat Stores,Medium,High,Medium,High,Medium,No,None
PF-RD-01466,Southern,Hambantota,Tissamaharama,SZ-0019,Tissamaharama Public Ground Safe Zone,CAMP-01466,Tissamaharama Relief Camp 1466,6.089907,81.078486,836,218,85,557,8446,126,162,11.5,1438,Good,Hambantota GN Division Collection Hub,Medium,Medium,Medium,Medium,High,No,None
PF-RD-01467,Western,Gampaha,Wattala,SZ-0008,Wattala Cooperative Hall Safe Zone,CAMP-01467,Wattala Relief Camp 1467,7.039738,79.964011,144,18,28,36,1674,35,68,20.4,180,Good,Gampaha District Relief Warehouse,Medium,High,Medium,Medium,Low,No,None
PF-RD-01468,North Central,Polonnaruwa,Hingurakgoda,SZ-0054,Hingurakgoda Divisional Secretariat Hall Safe Zone,CAMP-01468,Hingurakgoda Relief Camp 1468,7.897037,80.96721,208,17,28,221,1543,7,73,8.0,262,Good,Polonnaruwa DMC Coordination Centre,Low,Low,Medium,High,Low,No,None
PF-RD-01469,Northern,Jaffna,Chavakachcheri,SZ-0021,Chavakachcheri Sports Complex Safe Zone,CAMP-01469,Chavakachcheri Relief Camp 1469,9.572309,79.972471,328,29,10,100,2184,30,85,22.1,507,Limited,Jaffna DMC Coordination Centre,Medium,High,High,Medium,Medium,No,None
PF-RD-01470,Western,Kalutara,Beruwala,SZ-0012,Beruwala Maha Vidyalaya Safe Zone,CAMP-01470,Beruwala Relief Camp 1470,6.655713,80.047861,684,97,70,441,5426,73,271,7.9,1099,Limited,Kalutara GN Division Collection Hub,Medium,Medium,Medium,Medium,Medium,No,None
PF-RD-01471,Northern,Mullaitivu,Manthai East,SZ-0028,Manthai East Maha Vidyalaya Safe Zone,CAMP-01471,Manthai East Relief Camp 1471,9.191955,80.780958,1109,286,55,1437,4182,261,574,4.2,1350,Good,Mullaitivu GN Division Collection Hub,Medium,Low,High,Medium,High,No,None
PF-RD-01472,North Central,Anuradhapura,Thambuttegama,SZ-0050,Thambuttegama Training Centre Safe Zone,CAMP-01472,Thambuttegama Relief Camp 1472,8.27007,80.50613,257,87,32,62,2497,17,57,5.4,284,Good,Anuradhapura District Relief Warehouse,Medium,High,Medium,High,Medium,No,None
PF-RD-01473,Western,Colombo,Homagama,SZ-0003,Homagama Sports Complex Safe Zone,CAMP-01473,Homagama Relief Camp 1473,6.947023,79.865749,343,71,34,249,3807,74,97,6.0,434,Good,Colombo Pradeshiya Sabha Stores,Medium,Medium,Medium,Medium,Medium,No,None
PF-RD-01474,North Western,Kurunegala,Kuliyapitiya,SZ-0056,Kuliyapitiya Central College Safe Zone,CAMP-01474,Kuliyapitiya Relief Camp 1474,7.491204,80.358525,1155,292,103,1115,11764,175,470,22.6,2302,Limited,Kurunegala District Relief Warehouse,Medium,Low,Medium,Medium,High,No,None
PF-RD-01475,Western,Colombo,Kaduwela,SZ-0004,Kaduwela Divisional Secretariat Hall Safe Zone,CAMP-01475,Kaduwela Relief Camp 1475,6.881817,79.867782,436,110,30,463,7903,36,214,3.3,798,Good,Colombo Army Relief Point,Low,Low,Low,Medium,Medium,No,None
PF-RD-01476,Southern,Matara,Deniyaya,SZ-0018,Deniyaya Cooperative Hall Safe Zone,CAMP-01476,Deniyaya Relief Camp 1476,5.871064,80.559802,358,19,38,216,6687,51,68,11.9,500,Good,Matara Army Relief Point,Low,Medium,Low,Low,Medium,No,None
PF-RD-01477,North Western,Puttalam,Puttalam,SZ-0058,Puttalam Training Centre Safe Zone,CAMP-01477,Puttalam Relief Camp 1477,8.060667,79.776768,152,29,26,75,351,13,25,7.5,137,Blocked,Puttalam GN Division Collection Hub,High,Medium,High,Medium,High,No,None
PF-RD-01478,Sabaragamuwa,Ratnapura,Ratnapura,SZ-0062,Ratnapura Sports Complex Safe Zone,CAMP-01478,Ratnapura Relief Camp 1478,6.723618,80.351024,643,147,77,123,4509,67,117,10.3,1163,Blocked,Ratnapura Army Relief Point,Medium,High,Medium,Medium,Medium,No,None
PF-RD-01479,Western,Gampaha,Negombo,SZ-0005,Negombo Training Centre Safe Zone,CAMP-01479,Negombo Relief Camp 1479,7.135676,80.01623,387,69,42,264,2818,27,98,4.4,514,Good,Gampaha District Secretariat Stores,Medium,Medium,Medium,High,Medium,No,None
PF-RD-01480,Central,Matale,Matale,SZ-0046,Matale Temple Hall Safe Zone,CAMP-01480,Matale Relief Camp 1480,7.469883,80.632495,260,48,9,260,1121,35,59,3.9,464,Limited,Matale District Relief Warehouse,Medium,Low,High,Medium,Medium,No,None
PF-RD-01481,Eastern,Batticaloa,Kattankudy,SZ-0035,Kattankudy Community Hall Safe Zone,CAMP-01481,Kattankudy Relief Camp 1481,7.693221,81.752866,212,51,30,169,3831,13,45,2.2,282,Good,Batticaloa Pradeshiya Sabha Stores,Medium,Medium,Low,High,Medium,No,None
PF-RD-01482,Southern,Matara,Deniyaya,SZ-0018,Deniyaya Cooperative Hall Safe Zone,CAMP-01482,Deniyaya Relief Camp 1482,5.874933,80.555469,103,17,6,70,1723,7,13,5.5,163,Good,Matara Army Relief Point,Medium,Medium,Low,High,High,No,None
PF-RD-01483,Western,Kalutara,Beruwala,SZ-0012,Beruwala Maha Vidyalaya Safe Zone,CAMP-01483,Beruwala Relief Camp 1483,6.648337,80.0498,584,103,29,589,2606,31,52,1.6,1096,Limited,Kalutara GN Division Collection Hub,Medium,Low,High,High,High,No,None
PF-RD-01484,Central,Kandy,Teldeniya,SZ-0043,Teldeniya Maha Vidyalaya Safe Zone,CAMP-01484,Teldeniya Relief Camp 1484,7.258811,80.625422,1138,261,96,334,9075,133,356,2.0,1341,Good,Kandy Pradeshiya Sabha Stores,Medium,High,Medium,Medium,High,No,None
PF-RD-01485,Northern,Mullaitivu,Manthai East,SZ-0028,Manthai East Maha Vidyalaya Safe Zone,CAMP-01485,Manthai East Relief Camp 1485,9.187447,80.759734,260,65,8,89,1856,27,124,11.2,389,Good,Mullaitivu GN Division Collection Hub,Medium,High,Medium,Medium,Low,No,None
PF-RD-01486,Sabaragamuwa,Kegalle,Ruwanwella,SZ-0066,Ruwanwella Central College Safe Zone,CAMP-01486,Ruwanwella Relief Camp 1486,7.252561,80.270096,472,24,17,335,1596,42,79,21.6,646,Blocked,Kegalle District Secretariat Stores,Medium,Medium,High,Medium,Medium,No,None
PF-RD-01487,Central,Kandy,Peradeniya,SZ-0042,Peradeniya Training Centre Safe Zone,CAMP-01487,Peradeniya Relief Camp 1487,7.277814,80.598628,259,39,8,115,1218,29,22,16.2,553,Blocked,Kandy District Secretariat Stores,High,High,High,Medium,High,No,None
PF-RD-01488,North Central,Anuradhapura,Medawachchiya,SZ-0049,Medawachchiya Central College Safe Zone,CAMP-01488,Medawachchiya Relief Camp 1488,8.365475,80.387462,198,61,21,96,1034,35,25,16.4,390,Good,Anuradhapura Pradeshiya Sabha Stores,Medium,Medium,High,Medium,High,No,None
